,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
52,60.285188059999996,8.761134937882652,-88.2002815967952,10.532561297106609,8.576233693334123,38.91744606396676,255.0,255.0,255.0
53,4.28709441,2.3363428975270435,-16.104316849606356,4.998947975962805,1.6706624867664972,12.91313368494015,255.0,255.0,255.0
54,0.09969987,0.35628895167960917,45.00001609038752,0.42100381629307515,0.24306666666666665,0.6224111324206152,255.0,255.0,255.0
55,30.67432667,6.249461234728035,10.386049886940109,8.987229949686022,4.446796879217624,22.344245296824607,255.0,255.0,255.0
56,0.9637654099999999,1.1077473682477867,-67.18487843274866,1.5079766130764498,0.8051851564542705,3.369866794523691,255.0,255.0,255.0
57,0.8640655399999999,1.0488862735163151,0.0,1.0847736037353355,1.016261972585355,3.0052667945236906,255.0,255.0,255.0
58,44.93140808,7.563626482586843,83.5435579784288,8.121465202696658,7.466200534643776,28.435656429245224,255.0,255.0,255.0
59,28.746795849999998,6.0499220871552275,17.50994788237164,7.863437861261228,5.47693861102268,25.73243416440399,255.0,255.0,255.0
60,9.13915475,3.4112070053214594,-69.52778433164285,4.811641478053311,2.5527193158498713,12.385667178094765,255.0,255.0,255.0
61,10.13615345,3.592457571641417,29.996499724065988,6.1617768137826054,2.793571319349782,16.182689442935995,255.0,255.0,255.0
62,0.5981992199999999,0.872726132606174,66.89058630010258,1.0104147881031071,0.7279758393306878,2.3386222648412303,255.0,255.0,255.0
63,0.09969987,0.35628895167960917,0.0,0.5953893068124978,0.0,0.1823,255.0,255.0,255.0
64,44.43290873,7.521551467792016,-37.542026037039086,23.157732404452428,3.740340557538862,51.795047022894444,255.0,255.0,255.0
65,0.43203276999999995,0.7416745966968743,-76.22362146646707,0.7951314492428766,0.6848265635997955,1.9740222648412302,255.0,255.0,255.0
66,2.82482965,1.896492767589792,-34.86018787121052,3.8035618803502613,1.2817307423026416,8.500178118729842,255.0,255.0,255.0
67,0.3323329,0.6504916527493003,-58.0428206431661,0.9393496996016399,0.5603753936945383,1.4584,255.0,255.0,255.0
68,127.05086766999999,12.718733777792433,-69.81627883042954,20.877148735759352,14.705576447342027,111.24021621473732,255.0,255.0,255.0
69,1.89429753,1.5530275350714629,-53.51379138718376,2.0438017110129376,1.2320426817057655,5.31908915525769,255.0,255.0,255.0
70,0.43203276999999995,0.7416745966968743,-53.271510750257825,0.9801900590846799,0.5456796138495371,2.0182556621030763,255.0,255.0,255.0
71,3.92152822,2.234512207507243,-25.158139096813493,3.3446309343808585,1.5185479267498756,7.877766986309228,255.0,255.0,255.0
72,0.03323329,0.20570352216151191,45.00001609038752,0.0,0.0,0.0,255.0,255.0,255.0
73,5.84905904,2.7289656042571675,47.80670849242041,3.328129112773951,2.3702098480208087,9.380400383571075,255.0,255.0,255.0
74,3.09069597,1.9837329280317957,-39.82849552090421,4.366192890813777,0.964861550019249,9.173300479463842,255.0,255.0,255.0
75,16.78281145,4.622611730393769,54.75960700493781,8.81093940875237,4.200892447748861,30.185368137022447,255.0,255.0,255.0
76,72.64797193999999,9.617602129367718,-38.20704717958661,33.30754127632328,6.196643003936583,89.46878224211889,255.0,255.0,255.0
77,0.29909960999999996,0.6171105664845358,69.69937759948874,0.7083728402729653,0.5096092389739049,1.5026333972618453,255.0,255.0,255.0
